Author,Title,label
,Building A Palliative Care Program In Ethiopia: The Impact On Hiv And Aids Patients And Their Families,0
,Building Effective Partnerships: A National Evaluation Of The Cancer Information Service Outreach Program,0
,Bulgaria At A Crossroads: Environmental Impacts Of Socioeconomic Change,0
,Burden Of Disease And Circulating Serotypes Of Rotavirus Infection In Sub-Saharan Africa: Systematic Review And Meta-Analysis,0
,Campaigning Against Female Genital Mutilation In Ethiopia Using Popular Education,0
,Can Education Subsidy Reverse Falling Fertility? The Case Of Taiwan,0
,Can Information Alone Change Behavior? Response To Arsenic Contamination Of Groundwater In Bangladesh,0
,Can Innovative Health Financing Policies Increase Access To Mdg-Related Services? Evidence From Rwanda,0
,"Can School Teachers Improve The Management And Prevention Of Skin Disease? A Pilot Study Based On Head Louse Infestations In Guerrero, Mexico",0
,Can The Millennium Development Goals Database Be Used To Measure The Effects Of Globalisation On Women_S Health In Sub-Saharan Africa? A Critical Analysis,0
,Can We Reduce The Spread Of Hiv Infection By Suppressing Herpes Simplex Virus Type 2 Infection?,0
,Capacity Development For Health Research In Pakistan: The Effects Of Doctoral Training,0
,Career Escalation Training: Five-Year Follow-Up,0
,Case Study: Reducing Biodiversity Loss At Cross- Border Sites In East Africa Project,0
,Case-Control Studies Of The Effect Of Environmental Sanitation On Diarrhoea Morbidity: Methodological Implications Of Field Studies In Africa And Asia,0
,Cash Transfer And Microfinance Interventions For Tuberculosis Control: Review Of The Impact Evidence And Policy Implications,0
,"Cashflow Versus Collateral Based Credit: Determinants And Effects On Performance Of Micro , Small And Medium Sized Firms In Emerging Markets",0
,"Catalyzing Personal And Social Change Around Gender , Sexuality , And Hiv: Impact Evaluation Of Puntos De Encuentro _ S Communication Strategy In Nicaragua",0
,"Causes, Trends, And Policy Of Population Migration And The Floating Population",0
,Changes In Health-Related Attitude And Self-Reported Behaviour Of Undergraduate Students At The American University Of Beirut Following A Health Awareness Course,0
,Changing Places: Migration_S Social And Environmental Consequences,0
,"Characterization Of Hydrological And Hydrochemical Cycles As A Tool For Evaluation Of Environmental Impact Of Mining In Serra Dos Carajas, Amazonia, Brazil",0
,"Child Abuse In Cameroon: Evaluation Of A Training Course On Awareness, Detection, And Reporting Of Child Abuse",0
,Childhood Blindness In India - Regional Variations,0
,Childhood Survival In Haiti: Protective Effect Of Measles Vaccination,0
,Children_S Well-Being After The War In Kosovo: Survey In 2000,0
,Chinese Payers_ View Of Pharmaceutical Value Attributes: Which Evidence Drives Access? Value In Health,0
,Civil Wars Beyond Their Borders: The Human Capital And Health Consequences Of Hosting Refugees,0
,Cleaner Production In The Chemical Industry,0
,Climate Change In Asia: A Review Of The Vulnerability And Adaptation Of Crop Production,0
,Climate Change Risks For African Agriculture,0
,Clinical Impact And Cost-Effectiveness Of Antiretroviral Therapy In India: Starting Criteria And Second-Line Therapy,0
,Coffee Production Effects On Child Labor And Schooling In Rural Brazil,0
,Computer Skills Development By Children Using 'Hole In The Wall' Facilities In Rural India,0
,Conflict Displacement And Labor Market Outcomes In Post-War Bosnia And Herzegovina,0
,Conscription And Crime: Evidence From The Argentine Draft Lotery,0
,Contingent Loan Repayment In The Philippines,0
,"Crime, Isolation, And Law Enforcement",0
,Delivering Assistance To Conflict Affected Communities,0
,Delivering Assistance To Conflict Affected Communities- The Bra Kdp Program In Aceh,0
,Design Evaluation And Sustainability Of Private Schools For The Poor:  The Pakistan Urban And Rural Fellowship Experiments,0
,"Design, Evaluation, And Sustainability Of Private Schools For The Poor: The Pakistan Urban And Rural Fellowship School Experiments",0
,Direct And Indirect Effects Of Voluntary Certification,0
,Direct And Indirect Effects Of Voluntary Certification: Evidence From The Mexican Clean Industry Program,0
,Disentangling Treatment Effects Of Polish Active Labor Market Policies: Evidence From Matched Samples,0
,Disentangling Treatment Effects Of Polish Active Labour Market Policies: Evidence From Matched Samples,0
,Do Business Investment Incentives Promote Employment In Declining Areas? Evidence From Eu Objective-2 Regions,0
,Do Criminal Politicians Reduce Corruption? Evidence From India,0
,Do Crowded Classrooms Crowd Out Learning?? Evidence From The Food For Education Program In Bangladesh,0
,Do Delivery Systems Improve Extension Access? Evidence From Rural Uganda.,0
,Do Leaders Matter? National Leadership And Growth Since World War,0
,Do Leaders Matter? National Leadership And Growth Since World War Ii,0
,Do Migrants Improve Governance At Home?? Evidence From A Voting Experiment,0
,Do New Delivery Systems Improve Extension Access? Evidence From Rural Uganda,0
,Do Poor Students Benefit From China_S Merger Program? Transfer Path And Educational Performance,0
,Does Conflict Affect Preferences? Results From Field Experiments In Burundi,0
,Does Contingent Repayment In Microfinance Help The Poor During Natural Disasters?,0
,Does India_S Employment Guarantee Scheme Guarantee Employment?,0
,Does Oil Corrupt? Evidence From A Natural Experiment In West Africa,0
,Does Self Help Group Participation Lead To Asset Creation?,0
,"Early Marriage , Age Of Menarche , And Female Schooling Attainment In Bangladesh Erica Field And Attila Ambrus, (",0
,"Early Marriage, Age Of Menarche And Female Schooling Attainment In Bangladesh",0
,Economic And Social Impact Evaluation Study Of The Rural Electrification Program In Bangladesh,0
,Economic Evaluation Of The Impact Of The Mexico City_S Non-Smokers Health Protection Act,0
,Economic Performance And Political Outcomes?: An Analysis Of The 1995 Turkish Parliamentary Election Results,0
,Effects Of Active Labor Market Programs On The Transition Rate,0
,Effects Of Active Labor Market Programs On The Transition Rate From Unemployment Into Regular Jobs In The Slovak Republic,0
,Effects Of Early Childhood Psychosocial Stimulation And Nutritional Supplementation On Cognition And Education In Growth Stunted Jamaican Children: Prospective Cohort Study,0
,Effects Of Early Childhood Psychosocial Stimulation And Nutritional Supplementation On Cognition And Education In Growth-Stunted Jamaican Children: Prospective Cohort Study,0
,Effects Of Economic Shocks On Children_S Employment And Schooling In Brazil,0
,Effects Of Technological Change In Agriculture,0
,Effects Of Technological Change In Agriculture On Food Consumption And Nutrition: Rice In A West African Society,0
,Enrollment And Delayed Enrollment Of Secondary School Age Children In Indonesia,0
,Enrolment And Delayed Enrolment Of Secondary School Age Children In,0
,Enrolment And Delayed Enrolment Of Secondary School Age Children In Indonesia,0
,Evaluating The Impact Of An Urban Comprehensive School Reform: An Illustration Of The Need For Mixed Methods,0
,"Evaluating The Impact Of Conditional Cash Transfer Programs, (August",0
,Evaluating The Impact Of European Union Cohesion Policy In Less-Developed Countries And Regions,0
,Evaluating The Impact Of Technology Development Funds In Emerging Economies- Evidence From Latin America,0
,Evaluating The Impact Of Training For A National Microfinance Program: The Case Of Indian Self Help Groups The Impact Of Training By Indian Self Help Groups On Income And Assets,0
,Evaluating The Local Socio-Economic Impacts Of Protected Areas,0
,Evaluating The Long-Term Impact Of Antipoverty Interventions In Bangladesh- An Overview,0
,"Evaluation Of Impact Of Adult Male Circumcision Programs On Hiv Incidence And Prevalence: Current Research , Gaps In Knowledge And Recommendations For Additional Research",0
,Evaluation Of The Agricultural Vocational Training Programmes Conducted By The Krishi Vigyan Kendras (Farm Science Centres) In Indian Punjab,0
,Evaluation Of The Ain-C Program In Honduras,0
,Evaluation Of The On-Site Impact Of Water Harvesting In Southern Tunisia,0
,Ex-Ante Impact Evaluation Of Conditional Cash Transfer Program On School Attendance And Poverty: The Case Of The Philippines,0
,Explaining The Impact Of A Women_S Group Led Community Mobilisation Intervention On Maternal And Newborn Health Outcomes: The Ekjut Trial Process Evaluation,0
,"Farmers_ Health Status , Agricultural Efficiency , And Poverty In Rural Ethiopia A Stochastic Production Frontier Approach",0
,"Field Versus Farm In Warangal: Bt Cotton, Higher Yields, And Larger Questions",0
,Final,0
,Final Report On A Proposed Approach To Gef Impact Evaluation,0
,Final Report On Proposed Approach To Gef Impact Evaluation,0
,Fixing Market Failures Of Fixing Elections? Agricultural Credit In India,0
,Fixing Market Failures Or Fixing Elections? Agricultural Credit In India,0
,Forest Incomes After Uganda _ S Forest Sector Reform Are The Rural Poor Gaining?,0
,Free Primary Education In Kenya: An Impact Evaluation Using Propensity Score Matching,0
,Fungibility And The Impact Of Development Assistance: Evidence From Vietnam_S Health Sector,0
,Gansu Survey Of Children And Families Papers What Determines Basic School Attainment In Developing Countries? Evidence From Rural China,0
,Gef Biodiversity Policy Review,0
,Gef Biodiversity Policy Revw,0
,Gef Evaluation Office Approach Paper,0
,"Gef Evaluation Office Gef Impact Evaluation Case Study: Impacts Of Creation And Implementation Of National Parks And Of Support To Batwa On Their Livelihoods , Well-Being And Use Of Forest Products",0
,Gef Evaluation Office Gef Impact Evaluation Priorities And Indicators For Global Environment Benefits From Biodiversity: The Current International Architecture,0
,Gef Impact Evaluation,0
,Gef Impact Evaluation Case Study Methodology,0
,Gef Impact Evaluation Case Study Methodology Evaluation,0
,Gef Impact Evaluation Case Study: Bwindi Impenetrable National Park And Mgahinga Gorilla National Park Conservation Project,0
,"Gef Impact Evaluation Case Study: Impacts Of Creation And Implementation Of National Parks And Of Support To Batwa On Their Livelihoods , Well-Being And Use Of Forest Products",0
,Gef Impact Evaluation Case Study: Lewa Wildlife Conservancy Project,0
,Gef Impact Evaluation Case Study: Reducing Biodiversity Loss At Cross- Border Sites In East Africa Project,0
,Gef Impact Evaluation Final Report On A Proposed Approach To Gef Impact Evaluation,0
,Gef Impact Evaluation Gef Biodiversity Policy Review,0
,Gef Impact Evaluation: - Bwindi Impenetrable National Park,0
,Gef Impact Evaluation: - Impacts Of Creation And Implementations Of National Parks,0
,Gef Impact Evaluation: - Lewa Wildlife Conservancy Project,0
,Gef Impact Evaluation: - Methodology,0
,Gef Impact Evaluation: - Reducing Biodiversity Loss,0
,Gef Impact Evaluation: Priorities And Indicators For Global Environment Benefits From Biodiversity: The Current International Architecture,0
,Gender And Well-Being In The Dominican Republic: The Impact Of Free Trade Zone Employment And Female Headship,0
,Gender-Targeted Conditional Cash Transfers,0
,"Genetically Modified Rice, Yields And Pesticides: Assessing Farm-Level Productivity And Health Effects In China",0
,Going Digital,0
,Going Digital Credit Effects Of Land Registry Computerization In India,0
,Has The Dots Strategy Improved Case Finding,0
,Has The Dots Strategy Improved Case Finding Or Treatment Success? An Empirical Assessment,0
,Heterogeneity In Returns To Schooling: Econometric Evidence From Ethiopia,0
,Hiv / Aids Knowledge And Behaviour: Have Information Campaigns Reduced Hiv Infection? The Case Of Kenya,0
,Hivaids Knowledge And Behaviour,0
,Household Consumption And Natural Resource Management,0
,Household Consumption And Natural Resource Management Around National Parks In Zambia,0
,Households In Conflict Network,0
,How Fair Is Work Fare,0
,Impact Assessment Of Bt Corn Adoption In The Philippines,0
,"Impact Assessment Of Farmer Field Schools In Cajamarca , Peru: An Economic Evaluation",0
,Impact Evaluation For Slum Upgrading Interventions,0
,Impact Evaluation Of A Labor Training Program In Panama,0
,Impact Evaluation Of Efforts To Eliminate Iodine Deficiency Disorders In Nigeria,0
,Impact Evaluation Of Food Safety Self-Study Extension Programs?: Do Changes In Knowledge Relate To Changes In Behavior Of Program Participants?? Knowledge Creation Diffusion Utilization,0
,Impact Evaluation Of Nutrition Education Intervention For An Elementary School In Riyadh City,0
,Impact Evaluation Of Road Projects In West Bengal,0
,Impact Evaluation Of The Central Visayas Regional Project,0
,Impact Evaluation Of The Environmental User Fee System: A Stakeholder Perspective,0
,Impact Evaluation Of Water Resources Development In The Command Areas Of Small Dams,0
,Impact Evaluation Report External Evaluation Of The Mchinji Social Cash Transfer Pilot,0
,"Impact Of A Community-Based Intervention On Serving And Intake Of Vegetables Among Low-Income, Rural Appalachian Families",0
,"Impact Of An Integrated Nutrition Intervention On Nutrient Intakes, Morbidity And Growth Of Rural Burkinabe Preschool Children",0
,Impact Of Bt Cotton On Pesticide Poisoning In Smallholder Agriculture: A Panel Data Analysis,0
,Impact Of Curriculum Reform: Evidence Of Change In Classroom Practice In Mainland China,0
,Impact Of Improvement Of Water Supply,0
,Impact Of Improvement Of Water Supply On Household Economy In A Squatter Area Of Manila,0
,Impact Of Irrigation Infrastructure Development,0
,Impact Of Irrigation Infrastructure Development On Dynamics Of Incomes And Poverty: Econometric Evidence Using Panel Data From Pakistan,0
,"Impact Of Irrigation Infrastructure Development On Dynamics Of Incomes And Poverty: Econometric Evidence Using Panel Data From Pakistan On Dynamics Of Incomes And Poverty: Econometric Evidence Using Panel Data From Pakistan, (",0
,Impact Of Microfinance On Schooling: Evidence From Poor Rural Households In Bolivia,0
,Impact Of Participatory Natural Resource Management Research In Cassava-Based Cropping Systems In Vietnam And Thailand,0
,"Impact Sector Evaluation Wide Of The Approach ( Swap), Malawi",0
,Impact Study Of The Programa De Alivio De Pobreza,0
,Impact Study Of The Programa De Alivio De Pobreza - Pap,0
,Impacts Of Bolsa Familia Cct Program On Labor,0
,Impacts Of Bolsa Familia Cct Program On Labor Supply,0
,Impacts Of Bolsa Familia Cct Program On Labor Supply: The Bolsa Familia Program Data,0
,Impacts Of Mobile Phone Coverage Expansion On Market Participation?: Panel Data Evidence From Uganda,0
,Improving Girls Education In Guatemala,0
,Improving Health Care Delivery In India,0
,Improving Productivity Through Group Lending: Report On The Impact Evaluation Of The Cocoa Abrabopa Initiative,0
,Incentive Compatibility In The Wild: Field Implementation Of The Becker- Degroot-Marschak Mechanism,0
,Incentives For Managers,0
,Incentives For Managers And Inequality Among Workers: Evidence From A Firm-Level Experiment,0
,Incentives For Managers And Inequality Among Workers: Evidence From A Firm-Level Experiment* O,0
,India: National Seeds Project,0
,Indoor Air Pollution Associated With Household Fuel Level_No,0
,Indoor Air Pollution Health And Economic Well-Being: The Case Of Community-Based Fisheries Management In Bangladesh,0
,Informal Networks In Policy Processes,0
,Informal Networks In Policy Processes: The Case Of Community-Based Fisheries Management In Bangladesh,0
,"Informal Networks In Policy Processes: The Case Of Community-Based Fisheries Management In Bangladesh, (September",0
,Infrastructure And Growth In South Africa: Direct And Indirect Productivity Impacts Of 19 Infrastructure Measures,0
,Institutions Politics And Contracts,0
,Integrated Fiscal Decentralisation Taking New Aid Modalities To The Local Level,0
,Integrated Fiscal Decentralisation Taking New Aid Modalits To The Local Level,0
,"Investments , Time Preferences And Public Transfers Paid To Women",0
,Iodine Deficncy And Schooling Attainment In Tanzania- To  Be Sent For Screening,0
,Is Child Labor Harmful? The Impact Of Working Earlier In Life On Adult Earnings,0
,Is Spanish-Only Schooling Responsible For The Puerto Rican Language Gap??,0
,"Journal Of Development Effectiveness Meeting The Challenge Of Proving Impact In Andhra Pradesh , India, (September",0
,Kashf Foundation,0
,Kashf Foundation Impact Assessment,0
,Labor Market Discrimination In Delhi,0
,Labor Market Discrimination In Delhi: Evidence From A Field Experiment,0
,Labor Market Returns To Education In Mozambique: Learning From A Quasi-Experiment,0
,Laying A Foundation For Peace? A Quantitative Impact Evaluation Of The United Nations Operation In Cote D _ Ivoire,0
,Limited Insurance Within The Household,0
,Limiting Child Labor Through Behavior-Based Income Transfers,0
,Limiting Child Labor Through Behavior-Based Income Transfers: An Experiment Evaluation Of The Peti Evaluation In Rural Brazil,0
,Lisa Cameron Study-- To Be Sent For Screening,0
,Local Government Financing And Provision In An Institutionally Constrained Decentralized System: The Case Of Agricultural Extension In Uganda,0
,Maids And School Teachers Low Skill Migration And High Skill,0
,Maids And School Teachers- Low Skill Migration And High Skill Labour Supply,0
,Malawi Impact Evaluation Report The World Bank And The Agricultural Sector,0
,Malnutrition In China_S Rural Boarding Schools: The Case Of Primary Schools In Shaanxi Province,0
,Management Training In Vietnam_S National Tuberculosis Program: An Impact Evaluation,0
,Measuring Performance And Impact Of Rural Community-Led Library Initiatives In Thailand,0
,Measuring The Impact Of A School-Based Health Center On Access And Quality Using A Novel Evaluation Design,0
,Measuring The Poverty Reduction Potential Of Land In Rural Mexico,0
,Measuring The Poverty Reduction Potential-To Be Sent For Screening,0
,Meeting The Challenge Of Provin,0
,Methodological Challenges In Impact Evaluation,0
,Methodological Challenges In Impact Evaluation: The Case Of The Global Environment Facility ( Gef,0
,Methodological Challenges In Impact Evaluation: The Case Of The Global Environmental Facility (Gef),0
,Methods For Evaluating Innovative Health Programs,0
,"Methods For Evaluating Innovative Health Programs: A Multi-Country Study, (September",0
,Micro Financing Through Co-Operatives In Maharashtra: An Impact Evaluation,0
,Microcredit As A Recovery Tool?: Positive Effects On A Sample Of Sri Lankan Mfi Borrowers Hit By The Tsunami,0
,Microenterprise Occupation And Poverty Reduction In Microfinance Programs: Evidence From Sri Lanka,0
,Microfinance And Household Poverty Reduction: New Evidence From India,0
,Microfinance And Poverty Reduction: Evidence From A Village Study In Bangladesh,0
,Microfinance As A Strategy For Poverty Reduction,0
,Microfinance For Micro Enterprises: An Impact Evaluation Of Self Help Groups,0
,Microfinance Impact Evaluation: Going Down Market,0
,Microinsurance Decisions Evidence From Ethiopia,0
,Missing In Action,0
,Missing In Action: Teacher And Health,0
,Missing In Action: Teacher And Health Worker Absence In Developing Countries,0
,Monitoring Impacts Of Wash Interventions: The Case Of Shewab,0
,Mothers _ Work And Child Care: Findings From The Urban Slums Of Guatemala City,0
,Motives Behind Community Participation,0
,Motives Behind Community Participation- Evidence From Natural And Field Experiments In A Developing Country,0
,"Muslim Family Law , Prenuptial Agreements And The Emergence Of",0
,Muwonge__-_Naads_Uganda__Iv_Estimation_Way Too Long,0
,National Impact Evaluation Of The Comprehensive Child Development Program,0
,New Microsoft Office Excel Worksheet.Xlsx,0
,Not Sure_Incentive Compatibility In The Wild,0
,Note Impact Evaluation Of Community Management Of Rice-Fish System In Assam,0
,Nutritional Supplementation In Girls,0
,Nutritional Supplementation In Girls Influences The Growth Of Their Children: Prospective Study In Guatemala,0
,Nutritional Supplementation In Girls Influences The Growth Of Their Children: Prospective Study In Guatemala  _,0
,Old-Age Benefits And Retirement Decisions Of Rural Elderly In Brazil,0
,Opening Up Pandora_S Box: The Effect Of Gender Targeting And Conditionality On Household Spending Behavior In Mexico_S Progresa Program,0
,Parental Childcare And Children_S Educational Attainment: Evidence From China,0
,Paths To Work In Rural Places: Key Findings And Lessons From The Impact Evaluation Of The Future Steps Rural Welfare-To-Work Program,0
,Peace And Conflict Impact Assessment (Pcia),0
,Poland To Rich_Disentangling Treatment Effects,0
,Poverty Reduction Fund Saint Lucia Impact Evaluation Survey- Final,0
,"Preferences , And Social Networks",0
,Priorities And Indicators For Global Environment Benefits From Biodiversity: The Current International Structure,0
,Priorits And Indicators For Global,0
,Private Migrant Schools,0
,Progressive Segmented Health Insurance,0
,Progressive Segmented Health Insurance: Colombian Health Reform And Access To,0
,Progressive Segmented Health Insurance: Colombian Health Reform And Access To Health Services,0
,Promoting Primary Education For Girls In Malawi,0
,Ps The Effects Of A Fee-Waiver Program On Health Care Utilization Among The Poor Evidence From Armenia,0
,"Publisher Routledge Informa Ltd Registered In England And Wales Registered Number:  Registered Office: Mortimer House , - Journal Of Development Effectiveness The Economics Approach To Evaluation Of Health Interventions In Developing Countries",0
,Quantitative Impact Evaluation Of The United Nations Mission In Liberia: Final Report,0
,Remittances And Savings From International Migration: Theory And Evidence Using A Matched Sample,0
,Remittances To Latin America From Migrants In The United States: Assessing The Impact Of Amnesty Programs,0
,"Remittances, Schooling, And Child Labor In Mexico",0
,Reproductive Health Services In Malawi: An Evaluation Of A Quality Improvement Intervention,0
,"Resource Economics , Ucb Measuring The Poverty Reduction Potential Of Land In Rural Mexico Measuring The Poverty Reduction Potential Of Land In Rural Mexico",0
,Retrospective Vs,0
,Rural Electrification And Manufacturing Firm Performance In Benin,0
,Rural Electrification In Rwanda _ An Impact Assessment Using Matching Techniques,0
,Scale-Up And Coverage Of Avahan: A Large-Scale Hivprevention Programme Among Female Sex Workers And Men Who Have Sex With Men In Four Indian States,0
,School Choice In Chile: Looking At The Demand Side,0
,School Inputs Household Substitution,0
,School Meals Program And Educational Outcomes In Rural Ethiopia,0
,Seasonal Migration And Agriculture In Vietnam Seasonal Migration And Agriculture In Vietnam,0
,Selling At The Farm-Gate Or Travelling To Market,0
,"Sharing The Burden Of Disease: Gender , The Household Division Of Labor And The Health Effects Of Indoor Air Pollution Sharing The Burden Of Disease: Gender , The Household Division Of Labor And The Health Effects Of Indoor Air Pollution",0
,"Sharing The Burden Of Disease: Gender, Household Division Of Labour And Health Effects On Indoor Pollution",0
,Strengthening Indigenous And Intercultural Midwifery: Evaluation Of A Collaboration Between Guatemalan And Canadian Aboriginal Organizations,0
,"Students Today , Teachers Tomorrow? Identifying Constraints On The Provision Of Education",0
,Stunting And Selection Effects Of Famine:,0
,Substitution And Dropout Bias In Social Experiments: A Study Of An Influential Social Experiment,0
,Substitution And Dropout Bias In Social Experiments: A Study Of An Influential Social Experiment*,0
,Substitution And Dropout Bias In Social Experiments: A Study Of An Of Influential Social Experiment,0
,Surch Amidarya: Learning For Life Non-Formal Basic Distance Education In Mongolia Impact Evaluation Unesco,0
,Tall Claims: Mortality Selection And The Height Of Children In India,0
,Tamil Nadu Integrated Nutrition Project,0
,Tapping Youth As Agents For Change: Evaluation Of A Peer Leadership Hiv/Aids Intervention,0
,Targeting Poverty Through Community _Based Public Works Programme Experience From South Africa,0
,Targeting Poverty Through Community -Based Public Works Programme: Experience From South Africa,0
,"Technical Change, Workers_ Endowment And Returns And Investments In Firm-Level Training Evidence From Thailand",0
,Technology Development Funds In Emerging Economies,0
,Technology Development Funds In Emerging Economies: Evaluation,0
,The Cultural Revolution And Returns To Schooling In China: Estimates Based On Twins,0
,"The Digital Provide- Information (Technology), Market Performance And Welfare In The South Indian Fisheries Sector",0
,"The Digital Provide: Information Technology, Market Performance, And Welfare In The South Indian Fisheries Sector",0
,The Distributive Effects Of Property Rights: How Does Land Title Affect Labor Supply?,0
,The Distributive Effects Of Property Rights: How Does Land Title Affect Labour Supply?,0
,The Dynamics Of Livelihood Diversification In Post- Famine Ethiopia,0
,"The Economic Impact Of Telecommunications On Rural Livelihoods And Poverty Reduction: A Study Of Rural Communities In India ( Gujarat), Mozambique And Tanzania",0
,The Economic Impact Of Telecommunications On Rural Livelihoods And Poverty Reduction: A Study Of Rural Communities In The Economic Impact Of Telecommunications On Rural Livelihoods And Poverty Reduction: Development,0
,The Economics Approach To Evaluation Of Health Intervention In Developing Countries Through Randomized Field Trials.,0
,The Economics Approach To Evaluation Of Health Interventions,0
,The Economics Approach To Evaluation Of Health Interventions In Developing Countries,0
,The Economics Approach To Evaluation Of Health Interventions In Developing Countries Through Randomised Field Trial,0
,The Effect Of Armed Conflict On Accumulation Of Schooling,0
,The Effect Of Conditional Transfers On School Performance And Child Labor: Evidence From An Ex-Post Impact Evaluation In Costa Rica,0
,The Effect Of Conditional Transfers On School Performance And Child Labor: Evidence From An Ex-Post Impact Evaluation In Costa Rica By,0
,The Effect Of Conditional Transfers On School Performance And Child Labour: Evidence From An Ex-Post Impact Evaluation In Costa Rica,0
,The Effect Of Ilo Minimum Age Conventions On Child Labour And School Attendance,0
,The Effect Of Refugee Inflows On Host Communities: Evidence From Tanzania,0
,The Effect Of Refugee Inflows On Host Community: Evidence From Tanzania,0
,The Effect Of Remittances On Labor Force Participation: An Analysis Based On Mexico_ S 2002 Enet,0
,The Effectiveness Of Public Catholic And Non-Religious Private Schools In Chile'S Voucher System,0
,The Effects Of A Fee Waiver Program On Health Care Utilization Among The Poor: Evidence From Armenia,0
,The Effects Of Apprenticeship Training Scheme On Employment Probability In Turkey,0
,The Effects Of Apprenticeship Training Scheme On Employment Probability In Turkey *,0
,The Effects Of Education And Family Planning Programs In Indonesia,0
,The Effects Of Fair Trade On Affiliated Producers: An Impact Analysis On Kenyan Farmers,0
,The Effects Of Risk On Education In Indonesia,0
,"The Effects Of Sugarcane Production On Food Security, Health And Nutrition In Kenya A Longitudinal Analysis",0
,The Effects Of Unemployment Insurance On Post-Unemployment Earnings,0
,The Experience Of Clients Of A Community-Based Infant Mortality Reduction Program: The National Healthy Start Program Survey Of Postpartum Women,0
,The Gapvu Cash Transfer Program In Mozambique: An Assessment,0
,The Girls  _ Stipend Program In Bangladesh,0
,The Girls Stipend Program In Bangladesh,0
,The Impact Of A Feeder Road Project On Cash Crop Production In Zambia_ S Eastern Province Between 1997 And 2002,0
,The Impact Of Adult Mortality On Primary School Enrolment In Northwestern Tanzania,0
,The Impact Of Bt Cotton On Poor Households In Rural India,0
,The Impact Of Climate Change On Indian Agriculture,0
,"The Impact Of Climate Change On Indian Agriculture, (September",0
,The Impact Of Conditional Cash Transfer Programmes On Child Nutrition: A Review Of Evidence Using A Programme Theory Framework,0
,The Impact Of Economics Blogs,0
,The Impact Of Education On The Subjective Discount Rate In Ugandan Villages,0
,The Impact Of Family Planning Programs On Fertility Rates: A Case Study Of Four Nations,0
,The Impact Of Lending To Women On Household Vulnerability And Women_S Empowerment: Evidence From India,0
,The Impact Of Microcredit On The Poor In Bangladesh,0
,The Impact Of Mutual Health Insurance Scheme On Access And Quality Of Health Care In Northern Ghana: The Case Of Kassena-Nankana East Scheme,0
,The Impact Of National Research Funds: An Evaluation Of The Chilean Fondecyt,0
,The Impact Of Prime Age Adult Mortality On Child Survival And Growth In Rural Ethiopia,0
